1, 1 1 1 1;
2, 0.498 0.5561 0.7451 1.;
3, 0.29392 0.41441 0.71583 1.;
4, 0.44088 0.62161 0.07375 1.;
5, 0.58784 0.82881 0.43166 1.;
6, 0.7348 0.03601 0.78958 1.;
7, 0.88176 0.24321 0.14749 1.;
8, 0.02872 0.45042 0.50541 1.;
9, 1. 0.9 0. 1.;
10, 0.502 0. 0.502 1.;
11, 0.6471 0.3647 0.1647 1.;
12, 1. 0.6471 0. 1.;
13, 0. 0. 0.5019 1.;
14, 0.7529 0.7529 0.7529 1.;
15, 1. 0.2431 0. 1.;
16, 1. 0.7529 0.7961 1.;
